genome	substrates
TARA_SAMEA2619970_METAG_OIDOACNG	starch, glucooligosaccharide, cellulose, beta-glucan, host glycan, cellooligosaccharide, pectin, peptidoglycan, xyloglucan, xylan, chitooligosaccharide, cephalosporin C, chitin, exo-polysaccharide, arabinan, trehalose, lignin, polyphenol
TARA_SAMEA2619970_METAG_KIIHFBOD	starch, cellulose, glucooligosaccharide, host glycan, cellooligosaccharide, pectin, chitin, peptidoglycan, xylan, chitooligosaccharide, cephalosporin C, exo-polysaccharide, trehalose, lignin, polyphenol, alpha-glucan, ulvan
TARA_SAMEA2619970_METAG_NIJBPAAN	chitin, xylan, sucrose, sialic acid, cellulose, beta-glucan, peptidoglycan, xyloglucan, glycogen, trehalose, lignin, starch, host glycan, cellooligosaccharide, pectin, exo-polysaccharide, arabinan, polyphenol, alpha-glucan, glucooligosaccharide, chitooligosaccharide, glucosylglycerate
TARA_SAMEA2619970_METAG_CLAEKLCO	beta-glucuronan, chitin, xylan, alpha-mannan, sucrose, cellulose, beta-glucan, peptidoglycan, trehalose, lignin, raffinose, starch, host glycan, cellooligosaccharide, pectin, human milk polysaccharide, exo-polysaccharide, arabinan, chitosan, palatinose, polyphenol, beta-mannan, glucooligosaccharide, chitooligosaccharide, cephalosporin C, beta-galactan
TARA_SAMEA2619970_METAG_JMLBCFLD	chitin, xylan, sucrose, ulvan, beta-glucan, peptidoglycan, trehalose, lignin, raffinose, starch, host glycan, cellooligosaccharide, pectin, exo-polysaccharide, polyphenol, palatinose, glucooligosaccharide, chitooligosaccharide, cephalosporin C
TARA_SAMEA2619974_METAG_GALFEMFL	sucrose, beta-mannan
TARA_SAMEA2619970_METAG_CLFMKPOM	cellulose, glucooligosaccharide, beta-glucan, host glycan, cellooligosaccharide, chitin, peptidoglycan, xylan, xyloglucan, chitooligosaccharide, exo-polysaccharide, arabinan, lignin, polyphenol
TARA_SAMEA2619974_METAG_PNOAIMNL	carrageenan, agarose, chitin, xylan, cellulose, porphyran, beta-glucan, peptidoglycan, xyloglucan, trehalose, beta-glycan, host glycan, cellooligosaccharide, glycolipid, exo-polysaccharide, chitosan, arabinan, polyphenol, beta-mannan, arabinogalactan protein, glucooligosaccharide, chitooligosaccharide
TARA_SAMEA2619974_METAG_LCNMMBID	beta-glucuronan, chitin, xylan, alpha-mannan, cellulose, beta-glucan, alkaloid, peptidoglycan, xyloglucan, lignin, beta-galactan, uric acid, host glycan, cellooligosaccharide, pectin, human milk polysaccharide, exo-polysaccharide, arabinan, chitosan, polyphenol, beta-mannan, alpha-glucan, glucooligosaccharide, chitooligosaccharide, beta-fucosides
TARA_SAMEA2619970_METAG_OIODHENM	beta-glucuronan, beta-fucosides, chitin, xylan, alpha-mannan, sucrose, cellulose, beta-glucan, alkaloid, peptidoglycan, xyloglucan, alpha-galactan, glycogen, trehalose, lignin, uric acid, raffinose, starch, host glycan, cellooligosaccharide, pectin, human milk polysaccharide, exo-polysaccharide, arabinan, chitosan, polyphenol, palatinose, beta-mannan, alpha-glucan, glucooligosaccharide, chitooligosaccharide, cephalosporin C, glucosylglycerate, beta-galactan
TARA_SAMEA2619974_METAG_FFBADHGH	glucooligosaccharide, cellulose, beta-glucan, host glycan, cellooligosaccharide, peptidoglycan, chitin, xylan, chitooligosaccharide, xyloglucan, fructan, exo-polysaccharide, arabinan, trehalose, lignin, polyphenol
TARA_SAMEA2619970_METAG_DEJEEEHK	glucooligosaccharide, beta-glucan, host glycan, cellooligosaccharide, peptidoglycan, chitin, xylan, chitooligosaccharide, xyloglucan, exo-polysaccharide, arabinan, lignin, polyphenol
TARA_SAMEA2619974_METAG_JDKCCFKH	carrageenan, beta-glucuronan, agarose, chitin, xylan, alpha-mannan, sucrose, sialic acid, abscisic acid, cellulose, porphyran, beta-glucan, peptidoglycan, xyloglucan, glycogen, trehalose, beta-galactan, beta-glycan, starch, host glycan, pectin, glycolipid, human milk polysaccharide, exo-polysaccharide, arabinan, chitosan, polyphenol, beta-mannan, alpha-glucan, arabinogalactan protein, glucosylglycerate, beta-fucosides
TARA_SAMEA2619974_METAG_KHPHAHGO	starch, cellulose, beta-glucan, host glycan, peptidoglycan, chitin, xylan, xyloglucan, fructan, arabinan, trehalose, lignin, polyphenol
TARA_SAMEA2619970_METAG_OPOMKGEC	beta-glucuronan, chitin, xylan, alpha-mannan, cellulose, beta-glucan, alkaloid, peptidoglycan, xyloglucan, lignin, beta-galactan, uric acid, host glycan, cellooligosaccharide, pectin, human milk polysaccharide, exo-polysaccharide, arabinan, chitosan, polyphenol, beta-mannan, alpha-glucan, arabinogalactan protein, glucooligosaccharide, chitooligosaccharide, beta-fucosides
TARA_SAMEA2619970_METAG_KLAFEPAG	glucosylglycerate, starch, beta-glucan, host glycan, glycogen, peptidoglycan, xyloglucan, xylan, chitin, lignin, exo-polysaccharide, arabinan, trehalose, sucrose, polyphenol, alpha-glucan
TARA_SAMEA2619974_METAG_PDHLOGOD	carrageenan, beta-glucuronan, agarose, beta-fucosides, chitin, xylan, alpha-mannan, fructan, sucrose, ulvan, cellulose, porphyran, beta-glucan, alkaloid, peptidoglycan, xyloglucan, alpha-galactan, glycogen, trehalose, lignin, beta-glycan, uric acid, raffinose, starch, host glycan, pectin, glycolipid, human milk polysaccharide, exo-polysaccharide, alpha-rhamnoside, arabinan, chitosan, polyphenol, beta-mannan, alpha-glucan, arabinogalactan protein, glucosylglycerate, beta-galactan
TARA_SAMEA2619974_METAG_KEFFOHEL	carrageenan, beta-glucuronan, agarose, chitin, xylan, alpha-mannan, cellulose, porphyran, beta-glucan, peptidoglycan, xyloglucan, trehalose, lignin, beta-glycan, host glycan, pectin, glycolipid, exo-polysaccharide, arabinan, chitosan, polyphenol, beta-mannan, arabinogalactan protein, beta-galactan
TARA_SAMEA2619970_METAG_OKNGJBFH	starch, cellulose, beta-glucan, host glycan, pectin, peptidoglycan, chitin, xylan, xyloglucan, arabinan, trehalose, lignin, polyphenol
TARA_SAMEA2619974_METAG_IDLEJKED	host glycan, pectin, chitin, peptidoglycan, xylan, alpha-rhamnoside, exo-polysaccharide, beta-mannan
TARA_SAMEA2619974_METAG_IOJPHMIM	cellulose, glucooligosaccharide, beta-glucan, host glycan, cellooligosaccharide, chitin, peptidoglycan, xylan, xyloglucan, chitooligosaccharide, exo-polysaccharide, arabinan, trehalose, lignin, polyphenol
TARA_SAMEA2619974_METAG_OPHEJNNB	chitin, xylan, sucrose, ulvan, beta-glucan, peptidoglycan, trehalose, lignin, raffinose, starch, host glycan, cellooligosaccharide, pectin, exo-polysaccharide, polyphenol, palatinose, glucooligosaccharide, chitooligosaccharide, cephalosporin C
TARA_SAMEA2619970_METAG_FLMOKPJM	glucooligosaccharide, cellulose, beta-glucan, host glycan, cellooligosaccharide, peptidoglycan, chitin, xylan, chitooligosaccharide, xyloglucan, exo-polysaccharide, arabinan, trehalose, lignin, polyphenol
TARA_SAMEA2619970_METAG_JMFNEFCE	beta-glucuronan, chitin, xylan, alpha-mannan, sucrose, beta-glucan, peptidoglycan, xyloglucan, glycogen, trehalose, beta-galactan, starch, host glycan, pectin, exo-polysaccharide, arabinan, chitosan, polyphenol, beta-mannan, alpha-glucan, arabinogalactan protein, glucosylglycerate, beta-fucosides
TARA_SAMEA2619970_METAG_FOJJJDJE	host glycan, chitin, peptidoglycan, xylan, lignin
TARA_SAMEA2619970_METAG_OKEINIMP	arabinogalactan protein, cellulose, host glycan, pectin, peptidoglycan, chitin, xylan, human milk polysaccharide, exo-polysaccharide, alpha-rhamnoside, arabinan, lignin, beta-galactan
TARA_SAMEA2619970_METAG_GLICNMBG	glucooligosaccharide, cellulose, beta-glucan, host glycan, cellooligosaccharide, peptidoglycan, chitin, xylan, chitooligosaccharide, fructan, xyloglucan, exo-polysaccharide, arabinan, lignin, polyphenol
MALA_SAMN05422140_METAG_KDGIOPII	trehalose, glycogen, alpha-glucan, host glycan, chitooligosaccharide, carrageenan, glycolipid, glucosylglycerate, polyphenol, exo-polysaccharide, lignin, cellulose, beta-glucuronan, sucrose, cutin, beta-mannan, arabinogalactan protein, peptidoglycan, glucooligosaccharide, pectin, chitosan, beta-galactan, alpha-mannan, porphyran, xylan, xyloglucan, chitin, agarose, beta-glucan, arabinan, beta-glycan, cellooligosaccharide, alpha-galactan, starch
MALA_SAMN05422140_METAG_DOCADGDO	trehalose, glycogen, raffinose, alpha-glucan, host glycan, chitooligosaccharide, uric acid, glucosylglycerate, polyphenol, exo-polysaccharide, lignin, cellulose, beta-glucuronan, sucrose, beta-mannan, arabinogalactan protein, peptidoglycan, glucooligosaccharide, pectin, beta-galactan, xylan, alkaloid, xyloglucan, human milk polysaccharide, chitin, beta-fucosides, beta-glucan, arabinan, cellooligosaccharide, alpha-galactan, starch
MALA_SAMN05422140_METAG_BMFJJHMK	trehalose, glycogen, alpha-glucan, host glycan, glycolipid, glucosylglycerate, polyphenol, exo-polysaccharide, lignin, cellulose, sucrose, beta-mannan, arabinogalactan protein, peptidoglycan, chitosan, xylan, xyloglucan, alginate, chitin, beta-glucan, arabinan, beta-glycan, starch
MALA_SAMN05422140_METAG_DGBIDDKG	trehalose, glycogen, alpha-glucan, host glycan, glycolipid, glucosylglycerate, polyphenol, exo-polysaccharide, lignin, cellulose, sucrose, beta-mannan, arabinogalactan protein, peptidoglycan, chitosan, xylan, xyloglucan, chitin, beta-glucan, arabinan, beta-glycan, starch
MALA_SAMN05422140_METAG_JIDOJPBB	trehalose, glycogen, alpha-glucan, host glycan, chitooligosaccharide, uric acid, glucosylglycerate, polyphenol, exo-polysaccharide, lignin, cellulose, beta-glucuronan, sucrose, beta-mannan, glucooligosaccharide, peptidoglycan, chitosan, beta-galactan, xylan, alkaloid, xyloglucan, human milk polysaccharide, chitin, beta-fucosides, beta-glucan, arabinan, cellooligosaccharide, starch
MALA_SAMN05422140_METAG_NCPCLLJM	trehalose, glycogen, alpha-glucan, host glycan, chitooligosaccharide, glycolipid, uric acid, glucosylglycerate, polyphenol, exo-polysaccharide, lignin, cellulose, beta-glucuronan, sucrose, beta-mannan, arabinogalactan protein, peptidoglycan, glucooligosaccharide, cephalosporin C, chitosan, beta-galactan, xylan, alkaloid, xyloglucan, human milk polysaccharide, chitin, beta-fucosides, beta-glucan, arabinan, beta-glycan, cellooligosaccharide, starch
MALA_SAMN05422140_METAG_LOIBJDFA	trehalose, glycogen, alpha-glucan, host glycan, chitooligosaccharide, uric acid, glucosylglycerate, polyphenol, exo-polysaccharide, lignin, cellulose, beta-glucuronan, sucrose, beta-mannan, glucooligosaccharide, peptidoglycan, beta-galactan, xylan, alkaloid, xyloglucan, human milk polysaccharide, chitin, beta-fucosides, beta-glucan, arabinan, cellooligosaccharide, starch
MALA_SAMN05422140_METAG_HFADAPBO	trehalose, glycogen, alpha-glucan, host glycan, chitooligosaccharide, uric acid, glucosylglycerate, polyphenol, exo-polysaccharide, lignin, cellulose, beta-glucuronan, sucrose, beta-mannan, arabinogalactan protein, peptidoglycan, glucooligosaccharide, pectin, chitosan, beta-galactan, alpha-mannan, fructan, xylan, alkaloid, xyloglucan, alginate, chitin, beta-fucosides, human milk polysaccharide, beta-glucan, arabinan, cellooligosaccharide, alpha-galactan, starch
MALA_SAMN05422183_METAG_NNKMKILK	xyloglucan, beta-mannan, exo-polysaccharide, xylan, pectin, alpha-mannan, arabinan, beta-galactan, sialic acid, host glycan, beta-glucuronan, human milk polysaccharide, cellulose, lignin, beta-glucan, peptidoglycan, chitosan, trehalose, polyphenol
MALA_SAMN05422183_METAG_NFEBJHBO	xyloglucan, agarose, exo-polysaccharide, xylan, beta-mannan, pectin, alpha-mannan, arabinan, porphyran, arabinogalactan protein, alkaloid, alpha-rhamnoside, carrageenan, beta-galactan, host glycan, beta-glucuronan, beta-fucosides, human milk polysaccharide, chitin, lignin, beta-glucan, peptidoglycan, chitosan, uric acid, polyphenol
TARA_SAMEA2619857_METAG_LKAHBEPF	sucrose, host glycan, glucooligosaccharide, polyphenol, cellulose, alpha-glucan, trehalose, cellooligosaccharide, glucosylglycerate, exo-polysaccharide, glycogen, beta-glucan, xylan, pectin, chitooligosaccharide, lignin, starch, raffinose, peptidoglycan, cephalosporin C, palatinose, arabinan, xyloglucan, chitin
TARA_SAMEA2619857_METAG_MMPNMHLK	sucrose, host glycan, glucooligosaccharide, polyphenol, exo-polysaccharide, cellulose, starch, alpha-glucan, glycogen, peptidoglycan, trehalose, xylan, chitooligosaccharide, cellooligosaccharide, glucosylglycerate, lignin, chitin
MALA_SAMN05422166_METAG_PHPIFGHP	host glycan, alpha-glucan, glucosylglycerate, chitooligosaccharide, cellulose, xylan, chitin, exo-polysaccharide, beta-glucan, sucrose, cellooligosaccharide, glucooligosaccharide, glycogen, polyphenol, xyloglucan, starch, lignin, peptidoglycan, trehalose
MALA_SAMN05422166_METAG_BDANENAL	host glycan, chitosan, xylan, chitin, uric acid, alpha-mannan, alpha-rhamnoside, exo-polysaccharide, beta-glucan, beta-mannan, alkaloid, human milk polysaccharide, arabinan, polyphenol, xyloglucan, sialic acid, beta-galactan, lignin, beta-glucuronan, peptidoglycan, beta-fucosides, pectin
MALA_SAMN05422166_METAG_PCLPONCI	glycogen, arabinan, polyphenol, host glycan, beta-glucan, xyloglucan, peptidoglycan, cellulose, sucrose, starch, xylan, lignin, chitin, alpha-glucan, glucosylglycerate, trehalose
MALA_SAMN05422166_METAG_CIOHFNPA	polyphenol, exo-polysaccharide, cellulose, xylan, lignin, peptidoglycan, trehalose
MALA_SAMN05422166_METAG_OAKDMEED	host glycan, alpha-glucan, glucosylglycerate, chitooligosaccharide, chitosan, cellulose, xylan, chitin, alpha-mannan, exo-polysaccharide, beta-glucan, sucrose, beta-mannan, cellooligosaccharide, glucooligosaccharide, glycogen, arabinan, polyphenol, xyloglucan, starch, beta-galactan, lignin, beta-glucuronan, peptidoglycan, trehalose, pectin
MALA_SAMN05422166_METAG_DFMOJGGE	glucooligosaccharide, alpha-mannan, polyphenol, host glycan, cephalosporin C, exo-polysaccharide, ulvan, peptidoglycan, cellulose, starch, xylan, cellooligosaccharide, chitin, lignin, alpha-glucan, chitooligosaccharide, trehalose, pectin
MALA_SAMN05422166_METAG_OHBLOFCL	lignin, host glycan
TARA_SAMEA2619840_METAG_JCNOPLKM	beta-glucan, uric acid, alpha-glucan, beta-mannan, lignin, chitosan, chitooligosaccharide, beta-glucuronan, cellooligosaccharide, beta-fucosides, xylan, host glycan, beta-galactan, alkaloid, pectin, glucooligosaccharide, human milk polysaccharide, xyloglucan, cellulose, peptidoglycan, exo-polysaccharide, polyphenol, chitin, arabinan, alpha-mannan
TARA_SAMEA2619840_METAG_FCCPIBAO	cellooligosaccharide, glucooligosaccharide, exo-polysaccharide, lignin, chitooligosaccharide
TARA_SAMEA2619840_METAG_NBEAPLHI	cellooligosaccharide, pectin, glucooligosaccharide, cellulose, peptidoglycan, exo-polysaccharide, xylan, host glycan, lignin, chitin, cephalosporin C, chitooligosaccharide, ulvan
TARA_SAMEA2619840_METAG_DCLFJGBG	pectin, cellulose, exo-polysaccharide, host glycan, lignin, chitin
TARA_SAMEA2619840_METAG_CMIEEJHO	cellooligosaccharide, glucooligosaccharide, cellulose, peptidoglycan, exo-polysaccharide, xylan, host glycan, lignin, chitin, chitooligosaccharide
TARA_SAMEA2619840_METAG_NIEKPPID	pectin, cellooligosaccharide, glucooligosaccharide, agarose, cellulose, arabinogalactan protein, exo-polysaccharide, xylan, polyphenol, host glycan, sialic acid, trehalose, lignin, beta-galactan, chitin, chitooligosaccharide, arabinan
TARA_SAMEA2619840_METAG_EMFHCBHH	cellooligosaccharide, glucooligosaccharide, starch, cellulose, peptidoglycan, exo-polysaccharide, xylan, polyphenol, host glycan, trehalose, lignin, chitin, cephalosporin C, chitooligosaccharide
TARA_SAMEA2619840_METAG_JEJMOFHL	cellooligosaccharide, pectin, glucooligosaccharide, human milk polysaccharide, cellulose, peptidoglycan, exo-polysaccharide, xylan, polyphenol, host glycan, lignin, chitin, chitooligosaccharide, alpha-rhamnoside
TARA_SAMEA2619840_METAG_EDOKFFDD	cellooligosaccharide, pectin, glucooligosaccharide, human milk polysaccharide, cellulose, peptidoglycan, exo-polysaccharide, xylan, polyphenol, host glycan, trehalose, sialic acid, lignin, chitin, chitooligosaccharide
TARA_SAMEA2619840_METAG_HFJDGBKI	beta-glucan, alpha-glucan, beta-mannan, trehalose, glycogen, lignin, raffinose, chitosan, cephalosporin C, fructan, alpha-mannan, glucosylglycerate, chitooligosaccharide, alginate, cellooligosaccharide, beta-glucuronan, starch, agarose, xylan, host glycan, xanthan, beta-galactan, gellan, sucrose, alpha-rhamnoside, pectin, xyloglucan, glucooligosaccharide, cellulose, arabinogalactan protein, palatinose, peptidoglycan, exo-polysaccharide, polyphenol, sialic acid, chitin, arabinan
TARA_SAMEA2619840_METAG_OLJMHCKE	cellulose, peptidoglycan, exo-polysaccharide, xylan, host glycan, lignin, chitin
TARA_SAMEA2619840_METAG_KHCHLJMN	cellooligosaccharide, glucooligosaccharide, cellulose, exo-polysaccharide, xylan, polyphenol, host glycan, trehalose, lignin, chitin, chitooligosaccharide
TARA_SAMEA2619840_METAG_OBGEGELO	cellooligosaccharide, pectin, glucooligosaccharide, beta-glucan, xyloglucan, cellulose, peptidoglycan, exo-polysaccharide, xylan, polyphenol, host glycan, lignin, chitin, chitooligosaccharide, arabinan
TARA_SAMEA2619840_METAG_LDCGPDKP	cellooligosaccharide, pectin, glucooligosaccharide, beta-glucan, xyloglucan, cellulose, peptidoglycan, exo-polysaccharide, xylan, polyphenol, host glycan, lignin, chitin, chitooligosaccharide, arabinan
TARA_SAMEA2619840_METAG_CCMNDJMD	alginate, pectin, cellooligosaccharide, glucooligosaccharide, beta-glucan, xyloglucan, cellulose, peptidoglycan, exo-polysaccharide, xylan, polyphenol, host glycan, lignin, chitin, chitooligosaccharide, arabinan
TARA_SAMEA2619840_METAG_EAEEDDLG	fructan, pectin, cellulose, arabinogalactan protein, peptidoglycan, exo-polysaccharide, xylan, host glycan, sialic acid, lignin, beta-galactan, chitin, cephalosporin C, arabinan
TARA_SAMEA2619840_METAG_ELIJDBNN	fructan, cellulose, exo-polysaccharide, host glycan, lignin, chitin
TARA_SAMEA2619840_METAG_OIFPMHKO	cellooligosaccharide, glucooligosaccharide, beta-glucan, xyloglucan, cellulose, peptidoglycan, exo-polysaccharide, xylan, polyphenol, host glycan, lignin, chitin, chitooligosaccharide, arabinan
TARA_SAMEA2619840_METAG_LAAINMDO	fructan, cellulose, exo-polysaccharide, xylan, host glycan, lignin, chitin, cephalosporin C
TARA_SAMEA2619840_METAG_ENPPFNBH	beta-glucan, alpha-glucan, beta-mannan, trehalose, glycogen, lignin, chitosan, alpha-mannan, glucosylglycerate, chitooligosaccharide, beta-glucuronan, cellooligosaccharide, starch, xylan, host glycan, beta-galactan, sucrose, pectin, glucooligosaccharide, xyloglucan, cellulose, peptidoglycan, exo-polysaccharide, polyphenol, chitin, arabinan
