Genome	CheckM Completeness	CheckM Contamination	# tRNAs (AA)	16S rRNA	GTDB Taxonomy	dRep Species Cluster	station	depth	depth layer	latitude	longitude	size fraction	temperature (°C)	oxygen (µmol/kg)
MALA_SAMN05422166_METAG_OAKDMEED	95.36	2.14	21.0	1.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__UBA9410;s__	775_1	43	3900.0	BAT	-32.8128	12.7692	0.2-0.8	0.9196	199.2961
MALA_SAMN05422166_METAG_OHBLOFCL	91.1	1.94	17.0	0.0	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__Nitrosopumilus sp002317795	2748_1	43	3900.0	BAT	-32.8128	12.7692	0.2-0.8	0.9196	199.2961
MALA_SAMN05422166_METAG_BDANENAL	91.21	0.0	19.0	0.0	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__TCS55;s__TCS55 sp002715035	3085_1	43	3900.0	BAT	-32.8128	12.7692	0.2-0.8	0.9196	199.2961
TARA_SAMEA2621839_METAG_GAKBCGLM	100.0	0.5	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__Marinobacter hydrocarbonoclasticus	615_1	TARA_094	5.0	EPI	-32.7971	-87.0693	0.22-3	21.1216	219.015
TARA_SAMEA2621839_METAG_BAMPLDFN	99.32	0.0	19.0	0.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__SW10;s__SW10 sp002420315	235_1	TARA_094	5.0	EPI	-32.7971	-87.0693	0.22-3	21.1216	219.015
TARA_SAMEA2621839_METAG_DPEBIMED	98.65	0.68	16.0	0.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04;s__MB11C04 sp002722545	2523_1	TARA_094	5.0	EPI	-32.7971	-87.0693	0.22-3	21.1216	219.015
TARA_SAMEA2621839_METAG_EOBFGPGM	96.94	0.93	19.0	0.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__EC70;s__EC70 sp002705125	2488_1	TARA_094	5.0	EPI	-32.7971	-87.0693	0.22-3	21.1216	219.015
TARA_SAMEA2621839_METAG_ECLMIDKH	94.9	0.68	19.0	1.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Roseibacillus;s__Roseibacillus sp002420305	227_2	TARA_094	5.0	EPI	-32.7971	-87.0693	0.22-3	21.1216	219.015
TARA_SAMEA2621839_METAG_GIHEHMFL	93.37	0.0	17.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__TMED14;s__TMED14 sp002167805	2480_2	TARA_094	5.0	EPI	-32.7971	-87.0693	0.22-3	21.1216	219.015
TARA_SAMEA2621839_METAG_PGLOPPIJ	91.81	1.48	15.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas macleodii	1683_1	TARA_094	5.0	EPI	-32.7971	-87.0693	0.22-3	21.1216	219.015
TARA_SAMEA2621839_METAG_AMINNHCB	94.58	0.0	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__TMED25;g__TMED25;s__TMED25 sp002168075	4181_1	TARA_094	5.0	EPI	-32.7971	-87.0693	0.22-3	21.1216	219.015
TARA_SAMEA2621839_METAG_CJCIEDNA	94.09	1.08	16.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__UA16;s__UA16 sp002420235	21_1	TARA_094	5.0	EPI	-32.7971	-87.0693	0.22-3	21.1216	219.015
TARA_SAMEA2621839_METAG_MKAHMAJH	92.37	0.0	17.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__GCA-2716345;s__GCA-2716345 sp002716345	4093_1	TARA_094	5.0	EPI	-32.7971	-87.0693	0.22-3	21.1216	219.015
TARA_SAMEA2621839_METAG_DEIPNAFO	91.85	0.62	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp003514305	1470_0	TARA_094	5.0	EPI	-32.7971	-87.0693	0.22-3	21.1216	219.015
TARA_SAMEA2621839_METAG_AKAMICPA	90.37	1.17	15.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002726925	539_1	TARA_094	5.0	EPI	-32.7971	-87.0693	0.22-3	21.1216	219.015
TARA_SAMEA2621839_METAG_PIIHAHGL	90.08	1.93	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__UBA4421 sp002348825	514_1	TARA_094	5.0	EPI	-32.7971	-87.0693	0.22-3	21.1216	219.015
TARA_SAMEA2620970_METAG_OJJJPFLA	96.24	0.05	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__HIMB11 sp002684375	941_1	TARA_067	5.0	EPI	-32.2401	17.7103	0.22-3	13.0432	252.6315
TARA_SAMEA2620970_METAG_MMCNDLAO	95.95	0.15	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__HIMB11 sp001642945	4867_1	TARA_067	5.0	EPI	-32.2401	17.7103	0.22-3	13.0432	252.6315
TARA_SAMEA2620970_METAG_AFIGBOPL	92.82	0.5	18.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA1994;s__UBA1994 sp002335865	2776_1	TARA_067	5.0	EPI	-32.2401	17.7103	0.22-3	13.0432	252.6315
TARA_SAMEA2620970_METAG_HEBCFGMN	91.48	3.15	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4582;s__	1453_1	TARA_067	5.0	EPI	-32.2401	17.7103	0.22-3	13.0432	252.6315
TARA_SAMEA2620970_METAG_EFKAICOO	93.05	0.95	15.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-002733185;s__	3698_1	TARA_067	5.0	EPI	-32.2401	17.7103	0.22-3	13.0432	252.6315
TARA_SAMEA2620980_METAG_CDNEAKFH	95.73	2.56	21.0	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Ilumatobacteraceae;g__Ilumatobacter;s__Ilumatobacter sp002711735	427_0	TARA_067	5.0	EPI	-32.2401	17.7103	0.45-0.8	13.0432	252.6315
TARA_SAMEA2620980_METAG_DLEMJNFF	96.72	0.39	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__HIMB11 sp002684375	941_1	TARA_067	5.0	EPI	-32.2401	17.7103	0.45-0.8	13.0432	252.6315
TARA_SAMEA2620980_METAG_LAEKGEHP	97.42	0.15	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__HIMB11 sp001642945	4867_1	TARA_067	5.0	EPI	-32.2401	17.7103	0.45-0.8	13.0432	252.6315
TARA_SAMEA2620980_METAG_OLBJCDLG	96.78	0.5	15.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA7328;s__UBA7328 sp002471345	3446_1	TARA_067	5.0	EPI	-32.2401	17.7103	0.45-0.8	13.0432	252.6315
TARA_SAMEA2620980_METAG_HNOBGMKE	96.29	1.25	16.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__UBA10364;s__UBA10364 sp002707525	2704_1	TARA_067	5.0	EPI	-32.2401	17.7103	0.45-0.8	13.0432	252.6315
TARA_SAMEA2620980_METAG_JMCLKDMH	93.07	0.0	18.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA1994;s__UBA1994 sp002335865	2776_1	TARA_067	5.0	EPI	-32.2401	17.7103	0.45-0.8	13.0432	252.6315
TARA_SAMEA2620980_METAG_KJCEAKAI	95.5	2.1	15.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__UBA8444;s__	3418_1	TARA_067	5.0	EPI	-32.2401	17.7103	0.45-0.8	13.0432	252.6315
TARA_SAMEA2620980_METAG_MLEJGGIC	91.38	2.25	16.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__UBA8649;g__;s__	3328_2	TARA_067	5.0	EPI	-32.2401	17.7103	0.45-0.8	13.0432	252.6315
TARA_SAMEA2620980_METAG_GLODDDOJ	99.32	0.0	19.0	0.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Cephaloticoccus;s__Cephaloticoccus sp002713695	4557_0	TARA_067	5.0	EPI	-32.2401	17.7103	0.45-0.8	13.0432	252.6315
TARA_SAMEA2620980_METAG_FOBCJBFJ	91.4	4.97	17.0	1.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__TMED14;s__	2479_1	TARA_067	5.0	EPI	-32.2401	17.7103	0.45-0.8	13.0432	252.6315
TARA_SAMEA2620980_METAG_PHDNNOPL	91.52	1.23	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Nisaeales;f__Nisaeaceae;g__UBA7326;s__UBA7326 sp002708305	4683_1	TARA_067	5.0	EPI	-32.2401	17.7103	0.45-0.8	13.0432	252.6315
TARA_SAMEA2620980_METAG_FPACFOKN	91.51	0.0	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__OM182;s__	1570_1	TARA_067	5.0	EPI	-32.2401	17.7103	0.45-0.8	13.0432	252.6315
TARA_SAMEA2620980_METAG_PHHHMDBI	98.92	1.62	16.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA4466;s__UBA4466 sp002471375	4839_0	TARA_067	5.0	EPI	-32.2401	17.7103	0.45-0.8	13.0432	252.6315
TARA_SAMEA2620980_METAG_NGCPHGBJ	95.31	2.47	16.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__HTCC2207;s__HTCC2207 sp002685195	1627_1	TARA_067	5.0	EPI	-32.2401	17.7103	0.45-0.8	13.0432	252.6315
TARA_SAMEA2620980_METAG_DNPBFBJC	95.68	2.96	18.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__GCA-002697625;s__GCA-002697625 sp002710495	4041_1	TARA_067	5.0	EPI	-32.2401	17.7103	0.45-0.8	13.0432	252.6315
MALA_SAMN05422111_METAG_PJKHLEIK	95.71	0.99	20.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp002746355	6372_1	41	4001.0	BAT	-31.81	6.84	0.2-0.8	1.4922	205.7978
MALA_SAMN05422111_METAG_EMNDHGAM	96.38	1.12	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax;s__Alcanivorax sp900107995	643_1	41	4001.0	BAT	-31.81	6.84	0.2-0.8	1.4922	205.7978
MALA_SAMN05422111_METAG_KHJCJCMD	92.1	3.99	15.0	0.0	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__	2267_1	41	4001.0	BAT	-31.81	6.84	0.2-0.8	1.4922	205.7978
MALA_SAMN05422111_METAG_HHBAJAJP	91.77	0.93	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter pontiacus	1194_1	41	4001.0	BAT	-31.81	6.84	0.2-0.8	1.4922	205.7978
MALA_SAMN05422111_METAG_AGIBFIDO	98.25	0.5	20.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Citromicrobium;s__Citromicrobium bathyomarinum	1066_1	41	4001.0	BAT	-31.81	6.84	0.2-0.8	1.4922	205.7978
MALA_SAMN05422111_METAG_PDJHCBNE	95.01	2.56	21.0	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__UBA9410;s__	775_1	41	4001.0	BAT	-31.81	6.84	0.2-0.8	1.4922	205.7978
MALA_SAMN05422111_METAG_JOAGMMCO	94.51	0.0	18.0	0.0	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__UBA2126;s__	3110_1	41	4001.0	BAT	-31.81	6.84	0.2-0.8	1.4922	205.7978
MALA_SAMN05422111_METAG_EEEEEMIB	91.21	0.0	21.0	0.0	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__TCS55;s__TCS55 sp002715035	3085_1	41	4001.0	BAT	-31.81	6.84	0.2-0.8	1.4922	205.7978
MALA_SAMN05422106_METAG_GCKIENGJ	96.6	0.38	18.0	1.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter pontiacus	1194_1	67	4004.0	BAT	-31.16	110.18	0.8-20	0.9869	174.3169
MALA_SAMN05422106_METAG_IKNIELCH	94.58	1.8	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas macleodii	1683_1	67	4004.0	BAT	-31.16	110.18	0.8-20	0.9869	174.3169
TARA_SAMEA2621037_METAG_FFEIHJMD	93.58	2.68	18.0	0.0	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA840;g__UBA6502;s__UBA6502 sp002436415	2939_1	TARA_068	50.0	EPI	-31.027	4.6802	0.22-3	16.7488	231.9774
TARA_SAMEA2621037_METAG_JNBKPEFB	91.54	1.47	16.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G14;s__	3953_1	TARA_068	50.0	EPI	-31.027	4.6802	0.22-3	16.7488	231.9774
TARA_SAMEA2621037_METAG_OBEBPNJN	91.52	2.14	20.0	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__MedAcidi-G1;s__MedAcidi-G1 sp002713545	2353_1	TARA_068	50.0	EPI	-31.027	4.6802	0.22-3	16.7488	231.9774
TARA_SAMEA2621045_METAG_BFFIBILI	97.32	1.79	19.0	0.0	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA840;g__UBA6502;s__UBA6502 sp002436415	2939_1	TARA_068	50.0	EPI	-31.027	4.6802	0.45-0.8	16.7488	231.9774
TARA_SAMEA2621045_METAG_GOGBBBHG	91.03	2.48	20.0	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__TK06;g__UBA7388;s__UBA7388 sp002470695	2374_1	TARA_068	50.0	EPI	-31.027	4.6802	0.45-0.8	16.7488	231.9774
TARA_SAMEA2621045_METAG_BEJFDEGC	92.73	0.0	18.0	0.0	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus brevis	2753_2	TARA_068	50.0	EPI	-31.027	4.6802	0.45-0.8	16.7488	231.9774
TARA_SAMEA2621045_METAG_EKINPJIF	92.31	1.28	20.0	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__MedAcidi-G1;s__MedAcidi-G1 sp002713545	2353_1	TARA_068	50.0	EPI	-31.027	4.6802	0.45-0.8	16.7488	231.9774
TARA_SAMEA2621020_METAG_CAOAOJKP	95.54	1.79	19.0	0.0	d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__UBA840;g__UBA6502;s__UBA6502 sp002436415	2939_1	TARA_068	5.0	EPI	-31.0266	4.665	0.22-0.45	16.8632	234.4763
TARA_SAMEA2621020_METAG_AFPEGNBP	92.65	0.0	15.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MED-G14;s__	3953_1	TARA_068	5.0	EPI	-31.0266	4.665	0.22-0.45	16.8632	234.4763
TARA_SAMEA2621020_METAG_GCOIEIMO	93.51	1.71	19.0	1.0	d__Bacteria;p__Margulisbacteria;c__ZB3;o__UBA817;f__GCA-002719695;g__GCA-002719695;s__GCA-002719695 sp002697535	6071_1	TARA_068	5.0	EPI	-31.0266	4.665	0.22-0.45	16.8632	234.4763
TARA_SAMEA2621020_METAG_DGKNMHLE	98.2	0.91	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas australica	1687_1	TARA_068	5.0	EPI	-31.0266	4.665	0.22-0.45	16.8632	234.4763
TARA_SAMEA2621020_METAG_NHILELEF	92.11	0.0	19.0	1.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SAR202;f__GCA-002694895;g__GCA-002694895;s__GCA-002694895 sp002711005	6349_1	TARA_068	5.0	EPI	-31.0266	4.665	0.22-0.45	16.8632	234.4763
TARA_SAMEA2621013_METAG_KICEOAFA	90.01	1.16	18.0	0.0	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__GCA-002701945;s__GCA-002701945 sp002701945	3094_1	TARA_068	5.0	EPI	-31.0266	4.665	0.22-3	16.8632	234.4763
TARA_SAMEA2621013_METAG_FHBCEPPH	92.39	0.2	15.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__Alteromonas australica	1687_1	TARA_068	5.0	EPI	-31.0266	4.665	0.22-3	16.8632	234.4763
TARA_SAMEA2621013_METAG_JDGAFPJC	91.75	0.0	18.0	0.0	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus brevis	2753_2	TARA_068	5.0	EPI	-31.0266	4.665	0.22-3	16.8632	234.4763
TARA_SAMEA2621021_METAG_CAHDDLKK	97.35	2.36	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Pseudoalteromonas;s__Pseudoalteromonas agarivorans	1784_1	TARA_068	5.0	EPI	-31.0266	4.665	0.45-0.8	16.8632	234.4763
TARA_SAMEA2621021_METAG_BMDCHEJH	92.48	0.46	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__BACL14;s__	4129_1	TARA_068	5.0	EPI	-31.0266	4.665	0.45-0.8	16.8632	234.4763
TARA_SAMEA2621021_METAG_JPHGBBEF	92.88	0.0	18.0	0.0	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus brevis	2753_2	TARA_068	5.0	EPI	-31.0266	4.665	0.45-0.8	16.8632	234.4763
TARA_SAMEA2620995_METAG_GKHLPHOP	99.1	1.12	20.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax;s__Alcanivorax sp002354605	645_1	TARA_068	700.0	MES	-31.0198	4.6685	0.22-3	7.3214	194.4342
TARA_SAMEA2620995_METAG_CPCOKCCE	93.9	2.49	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995	155_1	TARA_068	700.0	MES	-31.0198	4.6685	0.22-3	7.3214	194.4342
TARA_SAMEA2620995_METAG_LKNHAAFI	90.11	0.0	20.0	0.0	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__GCA-002701945;s__GCA-002701945 sp002701785	3091_1	TARA_068	700.0	MES	-31.0198	4.6685	0.22-3	7.3214	194.4342
TARA_SAMEA2621003_METAG_OFKGPJMO	94.31	2.22	19.0	0.0	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae;g__UBA8437;s__UBA8437 sp003445035	1417_1	TARA_068	700.0	MES	-31.0198	4.6685	0.45-0.8	7.3214	194.4342
TARA_SAMEA2621003_METAG_GMIFOLBP	98.88	0.0	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__Alcanivorax;s__Alcanivorax sp002354605	645_1	TARA_068	700.0	MES	-31.0198	4.6685	0.45-0.8	7.3214	194.4342
TARA_SAMEA2621003_METAG_HCJDLAIL	96.49	0.88	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter_A;s__Erythrobacter_A sp002895025	1074_1	TARA_068	700.0	MES	-31.0198	4.6685	0.45-0.8	7.3214	194.4342
TARA_SAMEA2621003_METAG_JCPNEFLH	98.34	1.33	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter;s__Limnobacter sp002954425	1596_1	TARA_068	700.0	MES	-31.0198	4.6685	0.45-0.8	7.3214	194.4342
TARA_SAMEA2621003_METAG_NGHODKEB	90.59	0.31	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145;s__UBA9145 sp002694855	529_1	TARA_068	700.0	MES	-31.0198	4.6685	0.45-0.8	7.3214	194.4342
TARA_SAMEA2621003_METAG_NKLNNGOP	94.99	2.44	18.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp002456995	155_1	TARA_068	700.0	MES	-31.0198	4.6685	0.45-0.8	7.3214	194.4342
TARA_SAMEA2621003_METAG_PPJNCIAP	90.28	2.99	21.0	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__S20-B6;s__S20-B6 sp002699725	772_1	TARA_068	700.0	MES	-31.0198	4.6685	0.45-0.8	7.3214	194.4342
MALA_SAMN05422148_METAG_CKCFHHDP	96.19	2.12	20.0	0.0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;s__Rhodococcus sp001942265	790_1	65	4001.0	BAT	-30.3327	103.3075	0.2-0.8	0.8069	186.0802
MALA_SAMN05422148_METAG_IFLPOAIP	98.89	1.3	19.0	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Ketobacteraceae;g__Ketobacter;s__	425_1	65	4001.0	BAT	-30.3327	103.3075	0.2-0.8	0.8069	186.0802
MALA_SAMN05422148_METAG_CIJEHAMJ	90.93	0.05	16.0	0.0	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__	2267_1	65	4001.0	BAT	-30.3327	103.3075	0.2-0.8	0.8069	186.0802
MALA_SAMN05422148_METAG_NDJFDIOK	97.24	0.32	18.0	1.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter pontiacus	1194_1	65	4001.0	BAT	-30.3327	103.3075	0.2-0.8	0.8069	186.0802
MALA_SAMN05422148_METAG_LAEONHEK	93.96	1.01	18.0	1.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__Micavibrionaceae;g__UM-FILTER-47-13;s__	1593_1	65	4001.0	BAT	-30.3327	103.3075	0.2-0.8	0.8069	186.0802
MALA_SAMN05422148_METAG_FCOMONOA	93.64	0.99	20.0	0.0	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;s__UBA9611 sp002746355	6372_1	65	4001.0	BAT	-30.3327	103.3075	0.2-0.8	0.8069	186.0802
MALA_SAMN05422148_METAG_FLFHNCBN	93.31	1.2	18.0	1.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__Hyphomonas sp000682775	1132_1	65	4001.0	BAT	-30.3327	103.3075	0.2-0.8	0.8069	186.0802
MALA_SAMN05422148_METAG_CGDDCMGE	93.41	1.3	18.0	0.0	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__UBA2126;s__	3110_1	65	4001.0	BAT	-30.3327	103.3075	0.2-0.8	0.8069	186.0802
MALA_SAMN05422148_METAG_MOEOEKNG	96.15	2.14	20.0	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__UBA9410;s__	775_1	65	4001.0	BAT	-30.3327	103.3075	0.2-0.8	0.8069	186.0802
MALA_SAMN05422148_METAG_FNEFGJEP	92.31	0.0	20.0	0.0	d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__TCS55;g__TCS55;s__TCS55 sp002715035	3085_1	65	4001.0	BAT	-30.3327	103.3075	0.2-0.8	0.8069	186.0802
MALA_SAMN05422148_METAG_PBJMOFAG	96.39	0.11	17.0	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp002732835	5421_1	65	4001.0	BAT	-30.3327	103.3075	0.2-0.8	0.8069	186.0802
TARA_SAMEA2621277_METAG_ILDPBJGM	96.08	0.0	16.0	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__GCA-002723295;s__GCA-002723295 sp002713495	3826_1	TARA_078	120.0	EPI	-30.1484	-43.2705	0.22-0.45	19.3234	216.6547
